// Monster Database
//
// Structure of Database :
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper
// Note: Keep the Sprite_Name field as it is in the game client.

1877,CRYSTAL_5,Crystal,Crystal,1,15,1,0,0,1,1,1,160,99,1,1,1,1,999,1,0,0,0,0,20,0x6370001,1,0,0,0,0,13921,1176,19522,4833,17263,910,28204,1152,5276,3423,2875,1563,19753,3439,12433,3343,14540,1791,1034,1616,14593,2103,17114,3685,6151,2260
1878,E_SHINING_PLANT,Shining Plant,Mystic Plant,1,20,0,0,0,1,1,1,100,99,0,0,0,0,0,90,7,12,0,3,26,0x170000,129,1,1,1,0,12292,146,4653,228,11585,3436,2244,4413,12841,3736,31141,3008,4410,443,31175,1624,1733,1689,13920,3751,7102,3515,20773,2445,4608,3073
1879,ECLIPSE_P,Eclipse Pet,Eclipse,7,1800,0,0,0,1,25,6,0,40,1,36,6,0,11,80,10,12,1,2,60,0x6203695,129,1456,456,336,0,14701,1391,1069,3194,5173,366,13750,4247,4683,1501,13406,3308,19021,1048,13773,2394,643,919,4001,2176,2416,1644,6182,3577,19532,405

// Moscovia
1880,WOOD_GOBLIN,Wood Goblin,Leshij,47,5499,1,1106,1245,1,94,1,144,12,73,19,56,15,56,25,10,12,1,3,62,0x81,129,2304,840,360,0,6849,1579,18695,4350,16659,554,15041,1459,15001,4196,22630,458,7130,4734,25684,2954,16692,1478,18984,4933,4911,3283,12432,1932,7887,3547
1881,LES,Les,Lesavka,8,6216,1,1205,1356,1,172,43,123,30,63,20,35,25,52,30,10,12,1,3,82,0x1089,1,1728,720,576,0,16450,1174,6844,613,5131,191,915,3275,7811,4180,12745,2547,7821,3003,22614,4405,18528,4918,7641,4445,7755,550,22823,1641,4562,258
1882,VAVAYAGA,Baba Yaga,Baba-Yaga,137,6498,1,1188,1337,1,49,14,63,60,69,45,30,60,51,35,10,12,1,7,21,0x3885,1,1536,600,420,0,13668,4586,12208,3908,14672,428,6444,273,4452,4305,13309,4068,13585,326,6981,1596,917,2762,9094,4185,4222,399,18585,1215,22553,1095
1883,UZHAS,Uzhas,Kikimora,130,7140,1,1294,1455,1,476,53,49,8,69,14,41,30,55,20,10,12,1,7,61,0x3885,1,576,672,384,0,12214,2435,4381,308,7636,2903,6539,4505,12812,3620,17257,2844,12091,3319,5421,4716,31027,2699,1462,1650,7252,4144,13713,1542,15280,4077
1884,MAVKA,Mavka,Mavka,158,5421,1,1253,1530,9,137,112,98,58,65,31,50,35,81,30,10,12,1,3,62,0x3885,1,1536,504,360,0,4573,3190,28310,813,19753,3426,751,3106,5210,2210,20184,4283,11034,844,675,3733,7418,4851,14269,989,4228,3041,14246,459,12239,3498
1885,GOPINICH,Gopinich,Gopinich,170,1120500,1,714240,580320,1,3018,1233,355,121,127,102,143,102,152,76,10,12,2,2,62,0x6283695,129,1536,864,432,357120,20264,4472,20359,1578,17110,1749,12957,2321,7229,2998,5409,4673,27322,2462,644,3943,5661,1689,1142,2086,5219,2808,14375,4745,7288,2482
1886,G_MAVKA,Mavka,Mavka,35,5421,1,0,0,9,156,103,98,58,65,31,50,35,81,30,10,12,1,3,62,0x3885,129,1536,504,360,0,24415,4395,6433,3556,13716,1099,936,3355,15095,2172,16763,2284,31498,3219,4969,1752,13166,2256,6139,751,18752,3143,4119,4786,13314,2368

// Additional Monsters
1887,FREEZER_R,Freezer,Freezer,40,9990,1,0,0,3,870,71,68,38,68,47,50,45,49,25,10,12,1,2,41,0x3695,129,1452,483,528,0,12774,4052,13975,1773,5151,1278,5157,400,5611,222,16708,1191,25163,2882,31208,4945,18602,1675,15388,876,12761,3549,12415,3867,4882,1791
1888,GARM_BABY_R,Garm Baby,Baby Hatii,70,15199,0,90,90,1,436,1132,24,13,45,30,36,55,85,30,10,12,1,2,41,0x3885,129,879,672,576,0,20036,4451,12462,4139,903,142,9089,1952,12411,4720,25184,3170,13199,4189,1577,729,31044,1844,19759,4934,24133,978,7278,1523,24317,835
1889,GARM_R,Marozka's Guard,Marozka's Guard,10,100000,0,900,900,3,355,1796,20,23,85,126,10,50,95,60,10,12,2,2,81,0x6203695,1,608,408,336,0,16226,1687,4760,3023,4450,4234,13972,2498,6032,1087,13503,1473,24025,3752,12354,4664,14189,1814,28320,910,19567,170,31399,2091,15042,4530
1890,GOPINICH_R,The Immortal Koshei,The Immortal Koshei,75,299321,0,900,900,5,963,731,20,42,50,65,55,50,152,35,10,12,2,2,62,0x3295,1,1536,864,432,0,2909,357,2598,4777,18673,4273,7012,460,24035,1248,31313,1795,1734,417,13714,1066,14495,4510,31281,586,19586,2269,1145,2724,13616,2217
1891,G_RANDGRIS_,Valkyrie,Valkyrie,116,1567200,1,0,0,3,3655,3469,40,42,100,120,80,120,220,210,10,12,2,8,86,0x6203695,1,576,576,480,0,20038,2194,14060,4059,1417,3887,4738,3253,13081,4996,31089,4703,12281,3200,5620,2893,24034,3804,2358,1261,4196,2576,17410,3995,20228,2232
1892,G_LOLI_RURI,Lolo Ruri,Lolo Ruri,200,15280,1,0,0,1,1348,417,53,44,111,50,47,79,79,79,10,12,2,6,87,0x2003885,1,747,1632,576,0,12910,3055,1020,2220,20324,3268,5476,1908,2561,1101,17273,2896,29108,1889,15138,3845,19991,2399,1805,3704,510,1047,1839,3319,2014,2160
1893,G_KNIGHT_OF_ABYSS,Knight of the Abyss,Abysmal Knight,124,23297,1,0,0,1,147,249,102,50,121,55,68,70,97,37,10,12,2,7,87,0x3695,1,1500,500,1000,0,4777,3164,923,2197,15175,3005,7552,2145,7515,2519,1280,2375,6948,3733,14559,3210,2384,3240,12349,2690,16720,1290,4590,3427,1005,1415
1894,POURING,Pouring,Pouring,11,777,1,7,7,1,8,7,0,7,7,7,7,17,17,7,0,0,0,3,61,0x620108B,1,1672,672,480,0,22077,1689,4800,1078,5209,2732,25280,1919,14322,2644,16654,1884,20059,4972,16317,2605,5467,2221,7406,447,31020,2962,7261,3623,13421,4034
1895,EVENT_SEYREN,Seyren,Seyren Windsor,16,88902,0,0,0,1,914,403,63,12,90,89,72,20,99,25,10,12,1,6,63,0x3295,1,76,384,288,0,14613,1155,14137,3665,4820,2449,12524,4769,12717,3023,6419,1629,7226,2881,2027,1983,5837,1147,12967,1305,6245,4220,6787,2641,2486,2844
1896,EVENT_KATRINN,Katrinn,Kathryne Keyron,111,47780,0,0,0,1,1125,1266,10,74,1,5,77,180,110,39,10,12,1,7,68,0x3295,129,1152,384,288,0,6118,1453,9008,1026,31171,4185,22141,929,6566,2463,1841,2053,22550,2852,12542,4064,6002,1969,28441,1357,2562,1957,1455,2161,1135,1612
1897,EVENT_BAPHOMET_,Baphomet,Baphomet,143,668000,0,0,0,3,945,2745,35,45,1,152,30,85,120,95,10,12,2,6,67,0x6203695,1,768,768,576,0,31038,1657,1612,2219,13764,3132,12894,264,7749,1676,4515,2319,2697,1476,12653,1701,5176,4406,5682,2444,25695,3629,1276,2404,7774,1355
1898,EVENT_ZOMBIE,Zombie,Zombie,14,434,0,0,0,1,58,9,0,10,1,1,1,1,1,1,10,12,1,1,29,0x3885,1,2612,912,288,0,941,2892,4799,1273,31315,4717,13914,3937,4494,3580,12939,1636,18934,3386,6685,4622,32207,4816,5162,2965,6013,930,31254,3290,14602,3553

// WoE Second Edition; Battlegrounds
1899,SWORD_GUARDIAN_,Sword Guardian,Sword Guardian,260,70000,0,0,0,3,887,18,122,33,122,87,54,65,103,65,14,16,2,7,80,0x4202085,129,140,384,288,0,13801,1382,4032,4930,20251,4761,24346,2273,12689,1943,7338,1569,6862,1052,28471,4288,4520,2483,16736,2723,7977,139,23042,2832,12191,4027
1900,BOW_GUARDIAN_,Archer Guardian,Archer Guardian,128,80404,1,0,0,6,358,982,64,62,95,80,33,90,165,55,14,16,2,7,80,0x4202085,1,76,384,288,0,12423,3307,17238,4894,11596,1868,12770,197,5197,3411,5537,3620,5782,3193,2750,2985,1132,4058,12500,1646,4517,1727,1670,4849,6513,2217
1901,E_CONDOR,Condor,Condor,9,15,0,90,90,1,9,5,10,15,1,1,1,50,100,100,10,12,0,2,26,0x1081,1,1148,648,480,0,2168,381,7552,880,2520,4484,27019,3034,9064,2109,5099,4868,14095,367,22513,1340,7781,2066,4187,2016,13000,311,6531,1714,7439,3114
1902,E_TREASURE1,Treasure Box,Treasure Box,107,49,0,0,0,1,1,1,100,0,0,0,0,0,999,0,0,0,0,0,26,0x6200000,1,0,0,0,0,12498,742,5179,1073,24345,3366,12850,2068,7671,621,2154,3583,28955,1904,28458,506,24002,656,5727,3726,18932,3029,14735,237,4129,3252
1903,E_TREASURE2,Treasure Box,Treasure Box,81,49,0,0,0,1,1,1,100,0,0,0,0,0,999,0,0,0,0,0,26,0x6200000,1,0,0,0,0,9023,925,7365,1145,13054,3956,6470,2853,12428,791,14166,4961,19549,2010,6636,3586,2555,3469,5144,3169,7072,3663,13176,2025,12037,2835
1904,BOMBPORING,Bomb Poring,Bomb Poring,31,1000000,1,415,256,1,141,114,160,99,1,28,28,0,33,50,10,12,0,0,20,0x308D,129,1672,672,480,0,1773,4192,20727,1950,19859,1585,621,3364,6270,3486,6749,4386,4838,2638,2697,987,24244,2105,12938,2492,24033,1277,1177,3433,20762,921
1905,BARRICADE,Barricade,Barricade,161,600500,1,0,0,1,1,1,0,0,1,17,1,80,126,20,10,12,2,0,20,0x6200000,1,1288,288,384,0,5287,607,7907,3825,14535,257,2805,4731,11507,2204,1402,181,1775,2930,13210,448,6205,4893,18791,1816,21014,1906,6211,1304,12912,1891
1906,BARRICADE_,Barricade,Barricade,189,600,1,0,0,1,1,1,160,99,1,17,1,80,126,20,10,12,2,0,20,0x6370000,129,1288,288,384,0,5046,137,6256,1801,31378,3227,5914,1264,18829,2518,7861,4587,13030,3875,11524,697,13221,3786,1279,1142,12039,950,22776,3585,31588,758
1907,S_EMPEL_1,Guardian Stone,Guardian Stone,55,120500,1,0,0,1,1,1,64,50,1,1,1,1,1,1,0,0,0,0,20,0x6200000,129,1288,288,384,0,21009,1842,27121,1751,4690,3239,1145,361,4963,2383,12533,2804,4152,4973,12042,3262,14078,4834,5852,4594,23080,4303,18661,4132,7212,2336
1908,S_EMPEL_2,Guardian Stone,Guardian Stone,36,120500,1,0,0,1,1,1,64,50,1,1,1,1,1,1,0,0,0,0,20,0x6200000,129,1288,288,384,0,7886,4651,1357,3097,24151,253,19093,3997,28419,251,1421,506,21019,3589,4116,1300,7195,2501,18736,2618,12402,3755,4869,4649,19598,4454
1909,OBJ_A,Food Storage,Food Storage,36,750,1,0,0,1,1,1,160,99,1,1,1,1,1,1,0,0,2,0,20,0x6370000,129,1288,288,384,0,12897,2227,20257,2209,9006,4023,742,2324,18892,3103,4295,386,7392,658,19172,3364,20249,638,19501,3136,2643,373,1407,2729,12958,2181
1910,OBJ_B,Food Depot,Food Depot,2,750,1,0,0,1,1,1,160,99,1,1,1,1,1,1,0,0,2,0,20,0x6370000,129,1288,288,384,0,5973,2642,5099,3781,6230,2603,1000,984,574,3596,19797,4822,5297,2449,16996,1687,7663,2913,18759,4286,12647,1153,17071,1260,20084,2874
1911,OBJ_NEUTRAL,Neutrality Flag,Neutrality Flag,139,650,1,0,0,1,1,1,160,99,1,1,1,1,1,1,0,0,2,0,20,0x6370000,129,1288,288,384,0,12218,2071,1085,3099,27258,3324,1553,1417,6255,4729,6690,4892,12676,3644,5192,1981,5479,2736,13110,3325,7201,2705,12536,2925,7280,2364
1912,OBJ_FLAG_A,Lion Flag,Lion Flag,144,650,1,0,0,1,1,1,160,99,1,1,1,1,1,1,0,0,2,0,20,0x6370000,129,1288,288,384,0,18703,3010,5414,3528,13777,915,22776,2318,12022,3198,2108,4456,12423,2848,22043,1533,7354,3301,2855,4996,13070,3474,1718,4053,12614,3161
1913,OBJ_FLAG_B,Eagle Flag,Eagle Flag,141,650,1,0,0,1,1,1,160,99,1,1,1,1,1,1,0,0,2,0,20,0x6370000,129,1288,288,384,0,24111,3307,7751,418,6190,3940,19777,4283,12162,2443,12696,935,7280,584,20199,1945,18846,527,4335,4906,18741,4264,6537,1989,24038,1416
1914,OBJ_A2,Blue Crystal,Blue Crystal,133,750,1,0,0,1,1,1,160,99,1,1,1,1,1,1,0,0,2,0,20,0x6370000,1,1288,288,384,0,16323,1662,12382,2269,19854,2973,1514,3667,20061,1149,16011,2582,27102,4910,12730,2206,2529,2024,17000,4277,28450,2050,7076,3340,19631,1489
1915,OBJ_B2,Pink Crystal,Pink Crystal,88,750,1,0,0,1,1,1,160,99,1,1,1,1,1,1,0,0,2,0,20,0x6370000,1,1288,288,384,0,5596,2729,4315,3184,13260,896,19539,2198,17060,4745,711,4134,1042,1162,32301,3187,2664,3901,5275,538,7225,552,28381,2804,7044,4236

// Dimentional Gorge (12.1)
1916,MOROCC,Satan Morroc,Satan Morroc,172,7000000,1,0,0,1,2724,2460,400,65,165,182,180,225,180,89,10,12,2,6,87,0x6203695,129,312,624,432,0,19149,612,1603,176,1580,4448,28941,2987,6913,1197,31328,1364,4034,4478,14241,3933,13089,3610,4552,116,7288,288,1244,1969,16448,326
1917,MOROCC_,Wounded Morroc,Wounded Morroc,60,5000000,1,4050000,3042000,2,8908,1508,425,65,165,185,200,245,180,89,10,12,2,6,87,0x6283695,129,312,624,432,2025000,11515,4397,2621,4387,31239,2347,20124,2255,5598,3637,13690,2988,7560,3018,6709,3351,4039,2671,2739,1138,13227,4611,19647,1635,21001,4354
1918,MOROCC_1,Incarnation of Morroc,Incarnation of Morroc,32,63900,1,4392,3294,1,2989,285,199,35,126,91,63,61,76,37,10,12,2,8,27,0x6203695,1,576,480,432,0,31281,4172,5652,4538,19154,2343,14570,1037,5015,4208,24207,2843,20364,1675,4451,504,25281,4945,12229,1679,5764,1029,25132,2404,4772,556
1919,MOROCC_2,Incarnation of Morroc,Incarnation of Morroc,12,64922,1,5094,3821,1,1288,128,92,5,121,86,71,65,75,44,10,12,1,6,67,0x6203695,1,576,648,300,0,18112,4526,4679,981,16000,3146,13827,3024,6250,2564,4132,4008,1581,2641,2881,2350,12959,4424,12960,1849,4720,3691,5557,3023,4466,1643
1920,MOROCC_3,Incarnation of Morroc,Incarnation of Morroc,143,94800,1,5220,3780,1,1689,608,111,37,102,59,55,82,98,54,10,12,1,6,69,0x6203695,129,212,432,360,0,18527,4672,1399,2059,4843,1815,14084,2757,17030,4446,1437,3107,6187,1052,6294,893,732,2083,1936,4899,31382,1771,13252,1766,7609,918
1921,MOROCC_4,Incarnation of Morroc,Incarnation of Morroc,265,77389,1,4608,4056,1,838,1050,109,54,114,88,62,97,109,43,10,12,1,6,68,0x6203695,129,1536,648,300,0,6742,1903,4789,2439,22739,885,2467,4122,4061,3753,5514,1682,19515,372,17482,2568,19137,1653,12200,3714,6484,4735,13219,596,24381,3412
1922,G_MOROCC_1,Incarnation of Morroc,Shadow of Morroc,229,63900,1,0,0,1,2860,75,199,35,126,91,63,61,76,37,10,12,2,8,27,0x6203695,1,312,480,432,0,7620,1055,12841,4997,4403,3887,18865,1967,16566,965,18732,1908,6961,4311,4161,1309,6435,2221,5758,2838,2459,339,18817,1419,2891,281
1923,G_MOROCC_2,Incarnation of Morroc,Shadow of Morroc,69,64922,1,0,0,1,2328,203,92,5,121,86,71,65,75,44,10,12,1,6,67,0x6203695,129,312,648,300,0,19522,3402,5826,1245,13193,2154,16027,3930,22887,1489,28315,1478,4183,931,7383,4065,12661,564,25181,4649,5403,902,16378,4413,1288,4832
1924,G_MOROCC_3,Incarnation of Morroc,Shadow of Morroc,185,94800,1,0,0,3,2316,230,111,37,102,59,55,82,98,54,10,12,1,6,69,0x6203695,129,212,432,360,0,24021,4992,4321,3552,18925,1079,5438,437,20139,4390,2004,1114,7371,1840,5693,3247,13976,178,2632,1026,16447,248,7386,2054,13564,3205
1925,G_MOROCC_4,Incarnation of Morroc,Shadow of Morroc,44,77389,1,0,0,1,654,413,109,54,114,88,62,97,109,43,10,12,1,6,68,0x6203695,1,1536,648,300,0,12544,3272,17037,4050,22145,4707,1671,511,2768,3214,685,4822,20281,4211,5219,789,14088,1182,19114,335,5794,4583,17320,3538,2777,4544

// God Item Creation (WoE SE); Catacombs
1926,JAKK_H,Jakk,Jakk,1,1000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,10,12,1,0,43,0x3695,129,1180,480,648,0,4378,1698,4288,3077,31270,1301,31180,3465,19666,1037,22190,3833,14125,4442,19889,1961,31036,4079,4449,271,13424,2032,24102,2380,12091,4300
1927,WHISPER_H,Whisper,Whisper,1,1000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,10,12,0,6,68,0x2003095,129,1960,960,504,0,9019,634,18556,1200,7864,2040,739,3815,18661,3231,10031,4746,4220,4545,19919,388,31463,1644,4521,4405,13907,871,25690,619,12603,3167
1928,DEVIRUCHI_H,Deviruchi,Deviruchi,44,500,0,0,0,1,2,3,10,25,1,69,40,55,70,30,10,12,0,6,27,0x2003695,129,980,600,384,0,4729,1581,13216,3445,31216,4210,12230,726,27177,4293,4101,2724,5388,3786,6927,3073,4794,4690,20249,2972,24250,3146,13997,1125,5292,2363
1929,BAPHOMET_I,Great Demon Baphomet,Unsealed Baphomet,7,4520500,1,4068000,2268000,3,4297,328,190,45,140,152,5,85,200,95,10,12,2,6,67,0x6203695,129,768,768,576,0,14521,2842,31160,2779,4169,1519,13031,4893,31152,2388,5591,1749,13180,3504,19833,4347,1376,1134,7181,370,7243,3770,6166,4577,7556,4280
1930,PIAMETTE,Piamette,Piamette,149,3000500,1,0,0,1,989,2057,56,35,1,66,5,99,120,15,10,12,0,7,20,0x6203695,129,432,768,576,0,1087,3053,19650,1261,14014,979,13271,2665,6074,643,20052,4381,17263,4873,17061,2989,6197,3426,31124,2309,5339,3899,19954,2104,24134,3000
1931,WISH_MAIDEN,Wish Maiden,Wish Maiden,92,3567700,1,0,0,4,5891,5517,40,42,100,120,30,120,220,210,10,12,2,8,28,0x6203695,1,576,576,480,0,6978,3751,20347,3054,19598,450,27255,819,2535,3661,12810,2358,13989,1667,24168,2592,31232,4928,31280,2899,14382,964,6944,2392,6983,4292
1932,GARDEN_KEEPER,Garden Keeper,Garden Keeper,83,100,1,0,0,1,1,1,160,99,1,1,1,1,1,1,10,12,0,0,42,0x4370081,129,768,768,576,0,20333,2363,4159,3392,14155,3171,25223,348,18974,204,976,792,25283,1136,13404,919,2332,1457,24133,3044,7423,2205,16306,4737,7484,1203
1933,GARDEN_WATCHER,Garden Watcher,Garden Watcher,44,300000,1,0,0,1,3659,1076,88,55,30,57,56,126,128,114,10,12,1,8,80,0x6203695,129,432,480,360,0,1748,2442,24212,3503,5661,3393,7483,3514,6983,4747,31264,1157,31165,3109,13413,849,31291,279,24089,2798,12757,1197,16261,1479,14136,3100
1934,BLUE_FLOWER,Blue Flower,Blue Flower,117,10500,1,0,0,1,1,1,160,99,1,1,1,1,1,1,10,12,1,3,22,0x4370000,129,768,768,576,0,17106,2366,20163,2982,1642,185,7701,1789,20253,4269,2694,2522,4773,1653,1288,4065,20421,2595,16008,1981,28332,412,6722,2058,5743,3087
1935,RED_FLOWER,Red Flower,Red Flower,152,10500,1,0,0,1,1,1,160,99,1,1,1,1,1,1,10,12,1,3,22,0x4370000,129,768,768,576,0,14026,1301,19930,4420,2261,3184,11505,2991,12191,3187,5046,639,22018,3813,5588,3849,1465,3003,13715,1122,12492,924,6912,1079,14726,2036
1936,YELL_FLOWER,Yellow Flower,Yellow Flower,194,10500,1,0,0,1,1,1,160,99,1,1,1,1,1,1,10,12,1,3,22,0x4370000,129,768,768,576,0,5937,1403,31233,3452,24265,3020,2494,102,6039,1289,4114,4043,31489,1362,27016,973,12240,3763,6266,730,17068,3817,12363,2789,5174,1874
1937,CONSTANT_,Constant,Constant,212,11000,0,0,0,1,1651,259,92,82,126,98,62,57,91,34,10,12,0,0,67,0x3885,1,720,360,360,0,11590,1390,5253,1126,15010,3294,24251,2685,24089,3675,12044,4021,4080,1991,28413,3702,12403,4544,4136,2548,1952,3153,29063,219,4436,995
1938,TREASURE_BOX41,Treasure Chest,Treasure Chest,85,0,0,0,0,1,1,1,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,1,0,0,0,0,13645,269,4224,4865,16694,2140,24268,1854,17207,2524,11712,2598,17018,4816,748,3010,14564,3212,14441,4643,7867,2436,18560,1855,13102,3003
1939,TREASURE_BOX42,Treasure Chest,Treasure Chest,144,0,0,0,0,1,1,1,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,129,0,0,0,0,12686,1168,4610,102,24031,1556,740,3285,12205,1064,2437,108,2752,1524,7434,1028,6297,2773,6422,1374,16231,2433,5744,2647,19695,4935
1940,TREASURE_BOX43,Treasure Chest,Treasure Chest,175,0,0,0,0,1,1,1,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,1,0,0,0,0,19573,3469,508,789,5363,2325,20813,1642,19156,4916,20095,2465,4684,391,18603,1518,18857,685,1614,1674,12981,1473,28425,1915,22190,4123
1941,TREASURE_BOX44,Treasure Chest,Treasure Chest,110,0,0,0,0,1,1,1,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,129,0,0,0,0,19087,510,20787,2874,5071,3392,2649,3057,12489,970,6108,4269,2517,4929,20173,1042,16508,3108,7781,3246,6745,3159,22881,2651,27121,632
1942,TREASURE_BOX45,Treasure Chest,Treasure Chest,133,0,0,0,0,1,1,1,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,1,0,0,0,0,17102,4576,4405,1887,2507,1466,20132,458,680,3891,14352,3080,18661,2574,1196,3779,14438,3306,13955,4570,7135,2129,5075,4837,13323,770
1943,TREASURE_BOX46,Treasure Chest,Treasure Chest,196,0,0,0,0,1,1,1,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,1,0,0,0,0,7994,2855,7997,3537,11597,3882,560,2775,13737,950,14035,4829,5340,4159,22172,4303,5235,1380,2861,1002,5681,4942,17237,4444,5413,4103
1944,TREASURE_BOX47,Treasure Chest,Treasure Chest,12,0,0,0,0,1,1,1,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,129,0,0,0,0,14259,1603,2295,2312,6909,3488,22654,3616,1744,2939,4458,4382,12113,1811,24147,2870,7711,1244,1694,786,7995,2635,1134,189,2751,2830
1945,TREASURE_BOX48,Treasure Chest,Treasure Chest,105,0,0,0,0,1,1,1,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,129,0,0,0,0,4684,1563,31102,1987,534,1479,18591,1499,18622,655,2782,880,2306,2271,5294,616,12721,4411,2773,1346,13635,1893,31036,3716,2641,1132
1946,TREASURE_BOX49,Treasure Chest,Treasure Chest,151,0,0,0,0,1,1,1,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,129,0,0,0,0,24406,1507,12427,2227,13204,2324,6221,3874,1528,1579,31479,4415,12081,2105,719,1715,1836,2837,12989,4368,2381,1086,31230,3189,4998,428
1947,PIAMETTE_,Piamette,Piamette,5,500500,1,0,0,2,1076,741,56,35,1,66,5,99,120,15,10,12,0,7,20,0x6203695,129,432,768,576,0,5349,3065,7594,2906,6198,4119,6606,3832,2557,3687,7437,4792,17072,4052,12753,2253,4542,3633,13461,4431,20079,1664,6716,2390,18878,3356
1948,G_YGNIZEM,Ygnizem,Egnigem Cenia,61,44327,1,0,0,1,3188,429,124,8,144,92,86,69,99,68,10,12,1,7,43,0x3885,129,576,432,288,0,7362,4765,16697,3134,12811,1256,20024,474,2949,3199,5199,2579,18608,1067,13515,2376,12381,1190,4917,2865,1645,1494,6165,4835,1431,1028

// Battlegrounds Guardians
1949,B_S_GUARDIAN,Camp Guardian,Camp Guardian,151,457599,1,0,0,1,10568,1803,96,33,110,40,5,65,125,65,14,16,2,7,80,0x2085,129,140,384,288,0,13670,4426,20154,2397,13094,3526,10027,528,7438,396,6674,1893,20547,2289,4391,3318,19952,522,9057,319,1956,182,6835,3490,4451,4605
1950,B_B_GUARDIAN,Camp Guardian,Camp Guardian,69,241212,1,0,0,13,3540,1014,64,62,95,80,5,90,165,55,14,16,2,7,80,0x2085,129,76,384,288,0,4442,4235,19133,2197,13675,484,24242,4259,17019,3436,2032,1889,1988,3113,31550,4535,4564,272,31223,829,6003,1133,11712,1282,13792,4827

// Ravies Sister's 'Valyrie's Gift' monsters.
1951,CRYSTAL_6,Crystal,Crystal,1,15,1,0,0,1,1,1,160,99,1,1,1,1,999,1,0,0,0,0,20,0x6370001,1,0,0,0,0,2592,4976,18813,3304,14327,3761,16756,3665,1244,272,2603,3276,705,1087,6222,1602,18545,2328,5570,4151,7268,1223,12711,2374,18632,3451
1952,CRYSTAL_7,Crystal,Crystal,1,15,1,0,0,1,1,1,160,99,1,1,1,1,999,1,0,0,0,0,20,0x6370001,129,0,0,0,0,20300,1468,13155,4597,19610,3809,13567,3000,31544,2665,12763,1764,19774,3252,20030,382,998,1023,24160,1487,17274,1315,12502,3906,597,2446
1953,CRYSTAL_8,Crystal,Crystal,1,15,1,0,0,1,1,1,160,99,1,1,1,1,999,1,0,0,0,0,20,0x6370001,1,0,0,0,0,6777,688,19118,988,12979,425,12521,3302,4886,512,18779,3840,19608,1868,918,1869,13770,2595,2991,1812,17422,2688,22675,1845,4827,2797
1954,CRYSTAL_9,Crystal,Crystal,1,15,1,0,0,1,1,1,160,99,1,1,1,1,999,1,0,0,0,0,20,0x6370001,129,0,0,0,0,1249,226,2255,349,4208,3987,2556,4537,13948,3759,13182,3725,4914,4971,19608,3835,6951,4669,4106,288,19857,4232,1996,4473,14427,3127
// ?
1955,TREASURE_BOX_I,Treasure Chest,Treasure Chest,1,1,1,0,0,1,1,1,0,0,0,0,0,0,999,0,0,0,0,0,20,0x83,129,0,0,0,0,1820,3091,2019,3858,7303,1819,18624,2999,663,1849,1771,4057,2328,1226,24390,488,20139,1921,6934,4462,6346,3806,4104,4296,4366,3618

// Endless Tower
1956,NAGHT_SIEGER,Naght Sieger,Naght Sieger,117,5000000,1,3600000,1800000,3,3056,2297,410,40,190,60,80,220,264,30,16,16,2,6,88,0x6203695,129,76,432,504,0,13076,4635,9105,3042,1734,2767,2856,2901,20490,4374,2240,4871,4731,531,7672,2012,5084,2180,7800,3224,5169,2134,2724,1539,20226,2673
1957,ENTWEIHEN,Entweihen Crothen,Entweihen Crothen,24,2400500,1,1430000,1215000,17,9549,7062,171,66,90,70,40,160,190,30,14,16,1,6,87,0x6200084,1,140,540,576,0,9113,432,20487,2054,17124,1910,1520,1642,4146,2244,13735,2962,19806,2092,20214,4466,17021,4444,14523,3641,15166,3964,7769,3687,6006,3196
1958,G_ENTWEIHEN_R,Thorny Skeleton,Thorny Skeleton,14,5400000,1,0,0,6,4333,1111,71,66,1,35,33,180,125,30,14,16,0,6,87,0x6200084,1,432,288,576,0,19509,4140,1177,1045,2497,3204,31600,2754,14022,3089,16756,2859,6547,4517,17011,1953,536,918,13786,4538,677,576,12335,3995,6224,304
